Token	NER
votre	O
devoir	O
,	O
grand	O
Dieu	O
vous	O
devez	O
croire	O
Que	O
je	O
vous	O
aime	O
trop	O
pour	O
trahir	O
votre	O
gloire	O
.	O

Mais	O
du	O
plus	O
haut	O
des	O
cieux	O
dans	O
ce	O
divin	O
emploi	O
Laissez	O
tomber	O
au	O
moins	O
quelque	O
regard	O
sur	O
moi	O
.	O

Je	O
dois	O
à	O
l'	O
univers	O
les	O
soins	O
de	O
ma	O
sagesse	O
,	O
Et	O
ceux	O
de	O
mon	O
amour	O
sont	O
tous	O
à	O
ma	O
Princesse	O
.	O

Mais	O
avant	O
que	O
quitter	O
ce	O
jardin	O
enchanté	O
Je	O
vais	O
voir	O
si	O
Momus	O
pour	O
votre	O
sûreté	O
Veille	O
sur	O
la	O
déesse	O
,	O
et	O
le	O
prier	O
encore	O
D'	O
éloigner	O
ses	O
regards	O
de	O
celle	O
que	O
j'	O
adore	O
.	O

Ah	O
!	O

Que	O
je	O
veux	O
de	O
mal	O
Princesse	O
à	O
ma	O
grandeur	O
!	O

Hélas	O
si	O
j'	O
en	O
croyais	O
et	O
mes	O
yeux	O
et	O
mon	O
coeur	O
,	O
Je	O
laisserais	O
le	O
Ciel	O
sans	O
maître	O
et	O
sans	O
conduite	O
:	O
Ma	O
gloire	O
ne	O
se	O
peut	O
sauver	O
que	O
par	O
la	O
fuite	O
.	O

Vous	O
cependant	O
,	O
Vénus	O
,	O
plaisirs	O
jeunesse	O
amour	O
Venez	O
prendre	O
ma	O
place	O
attendant	O
mon	O
retour	O
.	O

Princesse	O
on	O
ne	O
voit	O
rien	O
de	O
charmant	O
et	O
de	O
doux	O
,	O
Qui	O
ne	O
se	O
rendent	O
auprès	O
de	O
vous	O
:	O
Rien	O
ne	O
peut	O
égaler	O
votre	O
bonheur	O
extrême	O
;	O

Un	O
Dieu	O
prend	O
soin	O
de	O
vos	O
plaisirs	O
,	O
Que	O
ne	O
fera-t-il	O
point	O
pour	O
remplir	O
vos	O
désirs	O
?	O

Il	O
peut	O
tout	O
et	O
vous	O
aime	O
.	O

Que	O
de	O
beautés	O
ensemble	O
et	O
de	O
rares	O
merveilles	O
Enchantent	O
à	O
la	O
fois	O
mes	O
yeux	O
et	O
mes	O
oreilles	O
!	O

C'	O
est	O
la	O
mère	O
d'	O
amour	O
qui	O
descend	O
en	O
ce	O
lieu	O
,	O
Et	O
me	O
vient	O
consoler	O
de	O
l'	O
absence	O
d'	O
un	O
Dieu	O
.	O

Digne	O
sang	O
de	O
ma	O
fille	O
,	O
et	O
digne	O
de	O
la	O
pomme	O
,	O
Que	O
je	O
reçus	O
jadis	O
de	O
la	O
faveur	O
d'	O
un	O
homme	O
,	O
Je	O
viens	O
à	O
tant	O
d'	O
appas	O
joindre	O
un	O
nouveau	O
secours	O
:	O
Jupiter	O
est	O
volage	O
et	O
je	O
crains	O
pour	O
ta	O
gloire	O
,	O
Pour	O
t'	O
assurer	O
cette	O
grande	O
victoire	O
,	O
Je	O
viens	O
à	O
ta	O
beauté	O
prêter	O
ces	O
deux	O
amours	O
.	O

Ils	O
ont	O
ordre	O
tous	O
deux	O
de	O
t'	O
obéir	O
sans	O
cesse	O
:	O
L'	O
un	O
comme	O
étant	O
un	O
Dieu	O
de	O
flamme	O
et	O
de	O
tendresse	O
,	O
Doit	O
d'	O
un	O
amour	O
constant	O
embraser	O
ton	O
vainqueur	O
;	O

L'	O
autre	O
te	O
doit	O
armer	O
d'	O
un	O
charme	O
inévitable	O
;	O

L'	O
un	O
fait	O
aimer	O
,	O
et	O
l'	O
autre	O
rend	O
aimable	O
,	O
L'	O
un	O
ira	O
dans	O
tes	O
yeux	O
,	O
et	O
l'	O
autre	O
dans	O
son	O
coeur	O
.	O

Ah	O
!	O

Que	O
de	O
votre	O
part	O
tant	O
d'	O
heur	O
et	O
de	O
puissance	O
,	O
Prouve	O
bien	O
clairement	O
l'	O
honneur	O
de	O
ma	O
naissance	O
.	O

Mais	O
ce	O
n'	O
est	O
pas	O
assez	O
du	O
glorieux	O
secours	O
Que	O
te	O
promettent	O
ces	O
amours	O
;	O

Tu	O
vas	O
voir	O
dans	O
ces	O
lieux	O
la	O
charmante	O
déesse	O
,	O
La	O
mère	O
des	O
amours	O
l'	O
immortelle	O
jeunesse	O
,	O
Te	O
suivre	O
incessamment	O
dans	O
cet	O
heureux	O
séjour	O
.	O

Elle	O
vient	O
,	O
c'	O
est	O
assez	O
d'	O
elle	O
je	O
me	O
retire	O
;	O

Je	O
la	O
laisse	O
auprès	O
de	O
toi	O
,	O
ma	O
fille	O
et	O
c'	O
est	O
tout	O
dire	O
,	O
Je	O
laisse	O
auprès	O
de	O
toi	O
la	O
jeunesse	O
et	O
l'	O
amour	O
.	O

Par	O
ce	O
même	O
pouvoir	O
,	O
que	O
vient	O
de	O
faire	O
naître	O
Tout	O
ce	O
que	O
dans	O
ces	O
lieux	O
Jupiter	O
fait	O
paraître	O
,	O
Je	O
viens	O
ici	O
Princesse	O
exécuter	O
ses	O
lois	O
.	O

C'	O
est	O
par	O
son	O
ordre	O
exprès	O
et	O
par	O
son	O
propre	O
choix	O
,	O
Que	O
ma	O
main	O
de	O
ces	O
fleurs	O
a	O
fait	O
une	O
Couronne	O
,	O
C'	O
est	O
par	O
son	O
ordre	O
aussi	O
que	O
ma	O
main	O
vous	O
la	O
donne	O
.	O

Tout	O
ce	O
que	O
sur	O
ce	O
teint	O
le	O
Ciel	O
a	O
mis	O
de	O
fleurs	O
,	O
Et	O
tout	O
ce	O
que	O
j'	O
y	O
mets	O
de	O
brillantes	O
couleurs	O
,	O
Conservera	O
toujours	O
ces	O
grâces	O
naturelles	O
À	O
l'	O
ombre	O
et	O
sous	O
l'	O
abri	O
de	O
ces	O
fleurs	O
immortelles	O
.	O

Le	O
temps	O
ce	O
vieux	O
tyran	O
de	O
toutes	O
les	O
beautés	O
N'	O
eut	O
jamais	O
droit	O
d'	O
entrer	O
dans	O
ces	O
lieux	O
respectés	O
,	O
Et	O
s'	O
il	O
règne	O
partout	O
sur	O
tout	O
ce	O
qui	O
respire	O
,	O
Il	O
perdra	O
près	O
de	O
vous	O
ses	O
droits	O
et	O
son	O
Empire	O
;	O

Sans	O
cesse	O
malgré	O
lui	O
je	O
veux	O
suivre	O
vos	O
pas	O
.	O

Vous	O
venez	O
rendre	O
hommage	O
à	O
ses	O
divins	O
appas	O
,	O
Plaisirs	O
,	O
venez	O
ici	O
mes	O
compagnons	O
fidèles	O
,	O
Et	O
faites	O
votre	O
Cour	O
à	O
la	O
Reine	O
des	O
belles	O
.	O

Voilà	O
le	O
faible	O
essai	O
de	O
vos	O
contentements	O
;	O

Vous	O
aurez	O
dans	O
tous	O
les	O
moments	O
Ou	O
de	O
nouveaux	O
plaisirs	O
ou	O
des	O
beautés	O
pareilles	O
.	O

Commandez	O
;	O

vous	O
avez	O
un	O
plein	O
pouvoir	O
sur	O
nous	O
:	O
Mais	O
attendez	O
encor	O
de	O
plus	O
grandes	O
merveilles	O
De	O
ces	O
puissants	O
amours	O
,	O
que	O
je	O
laisse	O
avec	O
vous	O
.	O

Vous	O
donc	O
divins	O
enfants	O
,	O
dont	O
la	O
seule	O
puissance	O
Peut	O
d'	O
un	O
bonheur	O
sans	O
borne	O
affermir	O
l'	O
espérance	O
,	O
Pour	O
élever	O
ma	O
gloire	O
au	O
comble	O
de	O
mes	O
voeux	O
,	O
Rendez	O
un	O
Dieu	O
constant	O
,	O
comme	O
il	O
est	O
amoureux	O
,	O
Mais	O
quel	O
nouvel	O
éclat	O
vient	O
augmenter	O
ma	O
joie	O
?	O

C'	O
est	O
Mercure	O
,	O
c'	O
est	O
lui	O
que	O
Jupiter	O
m'	O
envoie	O
.	O

Oui	O
je	O
viens	O
de	O
sa	O
part	O
vous	O
tirer	O
d'	O
une	O
erreur	O
,	O
Qui	O
vous	O
livre	O
aux	O
désirs	O
d'	O
un	O
infâme	O
imposteur	O
.	O

Un	O
amant	O
qui	O
se	O
cache	O
et	O
qui	O
n'	O
ose	O
paraître	O
Se	O
nomme	O
Jupiter	O
et	O
se	O
vante	O
de	O
l'	O
être	O
;	O

L'	O
Enfer	O
prête	O
à	O
sa	O
flamme	O
un	O
merveilleux	O
pouvoir	O
,	O
Et	O
tout	O
ce	O
qu'	O
en	O
ces	O
lieux	O
ces	O
charmes	O
vous	O
font	O
voir	O
N'	O
est	O
qu'	O
une	O
illusion	O
d'	O
images	O
empruntées	O
,	O
Et	O
le	O
pompeux	O
amas	O
de	O
beautés	O
enchantées	O
Est-ce	O
vous	O
que	O
j'	O
entends	O
,	O
Mercure	O
?	O

Quoi	O
Vénus	O
L'	O
Aurore	O
,	O
et	O
d'	O
autres	O
Dieux	O
si	O
grands	O
et	O
si	O
connus	O
,	O
Ont-ils	O
autorisé	O
cette	O
lâche	O
imposture	O
?	O

Contre	O
leur	O
témoignage	O
en	O
croirai-je	O
Mercure	O
?	O

Non	O
non	O
n'	O
en	O
croyez	O
pas	O
le	O
fils	O
de	O
Jupiter	O
,	O
De	O
cette	O
douce	O
erreur	O
vous	O
devez	O
vous	O
flatter	O
;	O

Mettez	O
dans	O
votre	O
esprit	O
cette	O
belle	O
chimère	O
;	O

Dites	O
,	O
pour	O
vous	O
tromper	O
que	O
je	O
trompe	O
mon	O
père	O
:	O
Puisque	O
Europe	O
autrefois	O
eut	O
de	O
quoi	O
le	O
charmer	O
,	O
Vous	O
êtes	O
de	O
son	O
sang	O
,	O
il	O
peut	O
bien	O
vous	O
aimer	O
;	O

Ce	O
n'	O
est	O
pas	O
d'	O
aujourd'	O
hui	O
qu'	O
il	O
aime	O
des	O
mortelles	O
,	O
Et	O
l'	O
on	O
peut	O
vous	O
compter	O
au	O
nombre	O
des	O
plus	O
belles	O
;	O

Tout	O
le	O
Ciel	O
a-t-il	O
rien	O
,	O
qu'	O
on	O
vous	O
peut	O
comparer	O
?	O

Jupiter	O
à	O
Junon	O
vous	O
a	O
dû	O
préférer	O
:	O
Elle	O
est	O
Reine	O
du	O
monde	O
,	O
elle	O
est	O
belle	O
et	O
déesse	O
;	O

Mais	O
enfin	O
elle	O
est	O
femme	O
et	O
vous	O
êtes	O
maîtresse	O
:	O
Ce	O
beau	O
nom	O
vous	O
suffit	O
et	O
c'	O
est	O
assez	O
pour	O
vous	O
De	O
vaincre	O
une	O
déesse	O
aux	O
yeux	O
de	O
son	O
époux	O
.	O

J'	O
ai	O
pitié	O
d'	O
un	O
orgueil	O
si	O
faible	O
et	O
si	O
crédule	O
,	O
Et	O
pour	O
détruire	O
enfin	O
une	O
erreur	O
ridicule	O
,	O
Qui	O
du	O
grand	O
Jupiter	O
mérite	O
le	O
courroux	O
,	O
Fantômes	O
décevants	O
évanouissez-vous	O
.	O

Hé	O
bien	O
m'	O
en	O
croirez-vous	O
?	O

Ah	O
surprise	O
mortelle	O
,	O
J'	O
ai	O
pris	O
pour	O
Jupiter	O
un	O
fourbe	O
un	O
infidèle	O
.	O

Voilà	O
de	O
votre	O
orgueil	O
la	O
vaine	O
illusion	O
.	O

Vous	O
me	O
couvrez	O
de	O
honte	O
et	O
de	O
confusion	O
.	O

Quoi	O
cet	O
amour	O
d'	O
un	O
Dieu	O
,	O
cette	O
illustre	O
aventure	O
,	O
Quoi	O
tout	O
ce	O
que	O
j'	O
ai	O
vu	O
n'	O
était	O
qu'	O
une	O
illusion	O
?	O

Voici	O
ces	O
mêmes	O
lieux	O
où	O
ce	O
perfide	O
amant	O
Sema	O
tous	O
les	O
appas	O
d'	O
un	O
long	O
enchantement	O
,	O
Ou	O
de	O
grand	O
amas	O
de	O
plaisirs	O
et	O
de	O
gloire	O
,	O
À	O
peine	O
en	O
reste-t-il	O
une	O
ombre	O
en	O
ma	O
mémoire	O
;	O

Abandonnez	O
ces	O
lieux	O
infidèles	O
amours	O
,	O
Contre	O
un	O
faux	O
Jupiter	O
ridicule	O
secours	O
,	O
Allez	O
qu'	O
à	O
d'	O
autres	O
soins	O
votre	O
pouvoir	O
s'	O
applique	O
;	O

Enfin	O
d'	O
une	O
Vénus	O
trompeuse	O
et	O
chimérique	O
.	O

Nous	O
t'	O
allons	O
obéir	O
,	O
mais	O
s'	O
il	O
faut	O
te	O
quitter	O
Princesse	O
écoute	O
au	O
moins	O
ce	O
fidèle	O
langage	O
.	O

Cet	O
envoyé	O
de	O
Jupiter	O
T'	O
abuse	O
par	O
un	O
faux	O
message	O
:	O
Ce	O
feint	O
ou	O
vrai	O
Mercure	O
est	O
lui-même	O
un	O
trompeur	O
;	O

Sache	O
que	O
ce	O
n'	O
est	O
point	O
un	O
imposteur	O
qui	O
t'	O
aime	O
,	O
C'	O
est	O
Jupiter	O
lui-même	O
.	O

Nul	O
ne	O
sait	O
mieux	O
que	O
moi	O
le	O
secret	O
de	O
son	O
coeur	O
.	O

Quelle	O
est	O
cette	O
étonnante	O
et	O
bizarre	O
aventure	O
?	O

Et	O
qui	O
croirai-je	O
enfin	O
d'	O
amour	O
ou	O
de	O
Mercure	O
?	O

Princesse	O
en	O
doutez-vous	O
!	O

Puis-je	O
n'	O
en	O
pas	O
douter	O
?	O

L'	O
en	O
croyez-vous	O
sitôt	O
qu'	O
il	O
se	O
vante	O
de	O
l'	O
être	O
?	O

Ces	O
yeux	O
à	O
qui	O
l'	O
amour	O
doit	O
le	O
nom	O
de	O
vainqueur	O
N'	O
ont	O
garde	O
de	O
douter	O
d'	O
un	O
si	O
charmant	O
honneur	O
;	O

Vous	O
pourriez	O
toutefois	O
,	O
sachant	O
ce	O
que	O
vous	O
êtes	O
Prendre	O
d'	O
autres	O
garants	O
pour	O
de	O
telles	O
conquêtes	O
.	O

Mais	O
n'	O
en	O
croyez	O
ici	O
Mercure	O
ni	O
l'	O
amour	O
,	O
Et	O
dans	O
ces	O
lieux	O
suspects	O
craignez	O
quelque	O
faux	O
jour	O
.	O

Que	O
ce	O
Dieu	O
supposé	O
si	O
grand	O
en	O
apparence	O
Vous	O
fasse	O
un	O
digne	O
essai	O
de	O
sa	O
toute	O
puissance	O
;	O

Qu'	O
il	O
descende	O
du	O
Ciel	O
avec	O
la	O
foudre	O
en	O
main	O
,	O
Avec	O
tout	O
l'	O
appareil	O
du	O
pouvoir	O
souverain	O
,	O
Et	O
tel	O
qu'	O
il	O
est	O
enfin	O
quand	O
pour	O
plaire	O
à	O
sa	O
femme	O
,	O
Il	O
s'	O
offre	O
tout	O
brillant	O
de	O
lumière	O
et	O
de	O
flamme	O
.	O

C'	O
est	O
comme	O
cet	O
amant	O
se	O
doit	O
montrer	O
à	O
vous	O
.	O

Oui	O
sans	O
doute	O
il	O
me	O
doit	O
un	O
spectacle	O
si	O
doux	O
:	O
C'	O
est	O
ainsi	O
qu'	O
à	O
mes	O
yeux	O
cet	O
amant	O
doit	O
paraître	O
;	O

S'	O
il	O
n'	O
est	O
pas	O
Jupiter	O
,	O
il	O
est	O
digne	O
de	O
l'	O
être	O
.	O

Grâce	O
à	O
votre	O
avis	O
,	O
j'	O
ai	O
trouvé	O
le	O
moyen	O
D'	O
éclaircir	O
pleinement	O
son	O
dessein	O
et	O
le	O
mien	O
;	O

Mais	O
c'	O
est	O
trop	O
s'	O
amuser	O
,	O
cette	O
longue	O
retraite	O
Peut	O
trouver	O
dans	O
la	O
Cour	O
un	O
mauvais	O
interprète	O
.	O

Cependant	O
allez	O
dire	O
à	O
votre	O
Jupiter	O
,	O
Que	O
si	O
de	O
son	O
amour	O
mon	O
coeur	O
s'	O
ose	O
flatter	O
Je	O
ne	O
puis	O
consentir	O
à	O
perdre	O
tant	O
de	O
gloire	O
;	O

Votre	O
nom	O
vos	O
discours	O
m'	O
obligent	O
de	O
vous	O
croire	O
;	O

Mais	O
il	O
faut	O
que	O
l'	O
essai	O
,	O
dont	O
vous	O
êtes	O
l'	O
auteur	O
Me	O
montre	O
clairement	O
que	O
j'	O
aime	O
un	O
imposteur	O
.	O

Va	O
ce	O
fatal	O
essai	O
te	O
coûtera	O
la	O
vie	O
;	O

Tu	O
mourras	O
ma	O
rivale	O
et	O
ma	O
rage	O
assouvie	O
...	O
Mais	O
j'	O
aperçois	O
Momus	O
.	O

Ah	O
?	O

Mercure	O
est-ce	O
toi	O
?	O

Viens-tu	O
pour	O
mon	O
honneur	O
reprendre	O
ton	O
emploi	O
?	O

Tu	O
sais	O
quelles	O
raisons	O
m'	O
ont	O
fait	O
prendre	O
ta	O
place	O
;	O

Mais	O
j'	O
aime	O
mon	O
métier	O
,	O
et	O
le	O
tien	O
m'	O
embarrasse	O
.	O

Il	O
faut	O
pour	O
ce	O
commerce	O
un	O
confident	O
discret	O
,	O
Et	O
je	O
suis	O
fort	O
mal	O
propre	O
à	O
garder	O
un	O
secret	O
.	O

De	O
l'	O
emploi	O
de	O
censeur	O
,	O
je	O
ne	O
puis	O
me	O
défaire	O
:	O
Mon	O
métier	O
vaut	O
celui	O
de	O
Jupiter	O
ton	O
père	O
:	O
Qu'	O
il	O
dispose	O
de	O
tout	O
,	O
qu'	O
il	O
règne	O
dans	O
les	O
Cieux	O
,	O
Qu'	O
il	O
gouverne	O
à	O
son	O
gré	O
les	O
hommes	O
et	O
les	O
Dieux	O
,	O
Il	O
a	O
droit	O
de	O
tout	O
faire	O
,	O
et	O
j'	O
ai	O
droit	O
de	O
tout	O
dire	O
;	O

Il	O
est	O
armé	O
de	O
foudre	O
,	O
et	O
moi	O
de	O
la	O
satire	O
:	O
L'	O
empire	O
d'	O
un	O
censeur	O
va	O
plus	O
loin	O
que	O
le	O
sien	O
;	O

Il	O
épargne	O
les	O
Dieux	O
,	O
et	O
je	O
n'	O
épargne	O
rien	O
:	O
Quand	O
je	O
puis	O
censurer	O
selon	O
ma	O
fantaisie	O
,	O
C'	O
est	O
un	O
plaisir	O
qui	O
vaut	O
toute	O
notre	O
ambroisie	O
.	O

Toi	O
qui	O
fais	O
vanité	O
de	O
plaire	O
et	O
de	O
flatter	O
;	O

Toi	O
qui	O
trahis	O
Junon	O
pour	O
servir	O
Jupiter	O
...	O
Mais	O
tu	O
rêves	O
,	O
d'	O
où	O
vient	O
un	O
si	O
morne	O
silence	O
À	O
l'	O
orateur	O
des	O
Dieux	O
;	O

au	O
Dieu	O
de	O
l'	O
éloquence	O
?	O

Ah	O
?	O

Momus	O
connais	O
mieux	O
sous	O
ces	O
traits	O
supposés	O
,	O
Celle	O
qui	O
se	O
déguise	O
à	O
tes	O
yeux	O
abusés	O
;	O

Tu	O
vois	O
ici	O
Junon	O
sous	O
ce	O
nouveau	O
visage	O
.	O

Je	O
viens	O
de	O
vous	O
laisser	O
dans	O
un	O
autre	O
équipage	O
,	O
La	O
maîtresse	O
des	O
Dieux	O
se	O
déguiser	O
ainsi	O
?	O

Je	O
blâmais	O
Jupiter	O
et	O
je	O
vous	O
blâme	O
aussi	O
.	O

C'	O
est	O
sans	O
doute	O
un	O
effet	O
de	O
votre	O
jalousie	O
.	O

Toi	O
qui	O
sais	O
les	O
transports	O
de	O
cette	O
frénésie	O
,	O
Pourquoi	O
m'	O
as-tu	O
fait	O
voir	O
en	O
ami	O
peu	O
discret	O
,	O
(	O
Par	O
zèle	O
ou	O
par	O
chagrin	O
)	O
cet	O
asile	O
secret	O
,	O
Que	O
Jupiter	O
exprès	O
a	O
fait	O
pour	O
sa	O
maîtresse	O
?	O

Je	O
ne	O
puis	O
rien	O
cacher	O
,	O
c'	O
est	O
mon	O
faible	O
Déesse	O
.	O

D'	O
ailleurs	O
si	O
de	O
ce	O
Dieu	O
j'	O
évente	O
le	O
secret	O
,	O
C'	O
est	O
un	O
juste	O
dépit	O
qui	O
me	O
rend	O
indiscret	O
;	O

Quand	O
pour	O
servir	O
sa	O
flamme	O
on	O
m'	O
érige	O
en	O
Mercure	O
,	O
Je	O
trahis	O
son	O
amour	O
pour	O
venger	O
mon	O
injure	O
.	O

Et	O
j'	O
ai	O
su	O
profiter	O
d'	O
un	O
secret	O
éventé	O
,	O
Faisant	O
évanouir	O
le	O
jardin	O
enchanté	O
,	O
Et	O
trompant	O
Sémélé	O
dessous	O
cette	O
apparence	O
,	O
Elle	O
croit	O
mes	O
avis	O
,	O
les	O
suit	O
sans	O
défiance	O
,	O
Et	O
de	O
ces	O
faux	O
conseils	O
ignorant	O
le	O
danger	O
...	O
Quoi	O
toujours	O
dans	O
l'	O
esprit	O
le	O
soin	O
de	O
vous	O
venger	O
?	O

Verrai-je	O
sans	O
courroux	O
ces	O
amours	O
infidèles	O
,	O
Et	O
tout	O
mon	O
bien	O
en	O
proie	O
à	O
des	O
beautés	O
mortelles	O
?	O

Et	O
ne	O
savez-vous	O
pas	O
Déesse	O
qu'	O
un	O
grand	O
Dieu	O
Ne	O
saurait	O
s'	O
empêcher	O
d'	O
aimer	O
en	O
plus	O
d'	O
un	O
lieu	O
?	O

Qu'	O
ayant	O
un	O
riche	O
fonds	O
de	O
tendresse	O
et	O
de	O
flamme	O
,	O
Il	O
en	O
peut	O
dérober	O
quelque	O
part	O
à	O
sa	O
femme	O
.	O

Voulez-vous	O
tout	O
pour	O
vous	O
,	O
tout	O
son	O
temps	O
,	O
tous	O
ses	O
soins	O
?	O

Pour	O
être	O
un	O
peu	O
galant	O
vous	O
en	O
aime-t-il	O
moins	O
?	O

Croyez-moi	O
,	O
laissez-lui	O
ces	O
ardeurs	O
passagères	O
,	O
Cette	O
courte	O
inconstance	O
,	O
et	O
ces	O
flammes	O
légères	O
:	O
Les	O
beautés	O
de	O
la	O
terre	O
avec	O
tous	O
leurs	O
appas	O
Amusent	O
Jupiter	O
,	O
et	O
ne	O
l'	O
arrêtent	O
pas	O
.	O

Quoi	O
le	O
censeur	O
des	O
Dieux	O
excuse	O
un	O
infidèle	O
?	O

Je	O
me	O
lasse	O
d'	O
ouïr	O
cette	O
vieille	O
querelle	O
,	O
Ce	O
courroux	O
importun	O
qui	O
trouble	O
tous	O
les	O
Cieux	O
,	O
Et	O
dont	O
vous	O
fatiguez	O
les	O
hommes	O
et	O
les	O
Dieux	O
.	O

En	O
effet	O
je	O
rougis	O
de	O
l'	O
ardeur	O
qui	O
m'	O
emporte	O
;	O

Va	O
dire	O
à	O
Jupiter	O
que	O
ma	O
fureur	O
est	O
morte	O
:	O
Mais	O
cache-lui	O
l'	O
état	O
où	O
tu	O
trouves	O
Junon	O
;	O

Adieu	O
je	O
vais	O
reprendre	O
et	O
mon	O
char	O
et	O
mon	O
nom	O
.	O

Je	O
vous	O
serai	O
fidèle	O
,	O
et	O
je	O
saurai	O
me	O
taire	O
,	O
Elle	O
a	O
beau	O
déguiser	O
sa	O
haine	O
et	O
sa	O
colère	O
;	O

Elle	O
m'	O
en	O
a	O
trop	O
dit	O
pour	O
cacher	O
son	O
courroux	O
.	O

Allons	O
de	O
sa	O
vengeance	O
avertir	O
son	O
époux	O
:	O
Si	O
j'	O
offense	O
Junon	O
,	O
que	O
ne	O
se	O
souvient-elle	O
Que	O
j'	O
ai	O
pour	O
le	O
secret	O
une	O
haine	O
mortelle	O
?	O

Cesse	O
de	O
m'	O
abuser	O
espérance	O
orgueilleuse	O
;	O

Je	O
ne	O
vois	O
plus	O
le	O
Dieu	O
qui	O
règne	O
dans	O
mon	O
coeur	O
,	O
Il	O
se	O
cache	O
cet	O
imposteur	O
,	O
Qui	O
flattait	O
de	O
mes	O
feux	O
l'	O
erreur	O
ambitieuse	O
.	O

Hélas	O
!	O

Faut-il	O
cesser	O
d'	O
aimer	O
en	O
si	O
beau	O
lieu	O
?	O

Quelque	O
choix	O
,	O
quelque	O
amant	O
que	O
mon	O
destin	O
m'	O
apprête	O
,	O
La	O
plus	O
précieuse	O
conquête	O
,	O
L'	O
est	O
moins	O
que	O
l'	O
erreur	O
de	O
posséder	O
un	O
Dieu	O
.	O

Cher	O
Prince	O
,	O
dont	O
l'	O
amour	O
fut	O
si	O
pure	O
et	O
si	O
tendre	O
,	O
Toi	O
que	O
j'	O
abandonnai	O
par	O
l'	O
espoir	O
seulement	O
,	O
D'	O
avoir	O
un	O
Dieu	O
pour	O
mon	O
amant	O
,	O
Ne	O
m'	O
offre	O
plus	O
un	O
coeur	O
que	O
je	O
ne	O
puis	O
reprendre	O
,	O
Après	O
avoir	O
flatté	O
l'	O
orgueil	O
de	O
mes	O
désirs	O
.	O

De	O
la	O
flamme	O
d'	O
un	O
Dieu	O
que	O
je	O
crus	O
véritable	O
,	O
Après	O
cet	O
espoir	O
adorable	O
,	O
Peut-on	O
s'	O
accoutumer	O
à	O
de	O
moindres	O
soupirs	O
?	O

Je	O
te	O
plains	O
,	O
Alcméon	O
,	O
et	O
ce	O
reste	O
de	O
flamme	O
,	O
Te	O
fait	O
voir	O
le	O
remords	O
d'	O
un	O
changement	O
fatal	O
:	O
Mais	O
enfin	O
tu	O
sais	O
quel	O
rival	O
,	O
Ou	O
plutôt	O
quel	O
orgueil	O
t'	O
a	O
chassé	O
de	O
mon	O
âme	O
.	O

Tu	O
devais	O
de	O
ma	O
flamme	O
attendre	O
un	O
prompt	O
retour	O
,	O
Après	O
avoir	O
guéri	O
l'	O
erreur	O
de	O
ma	O
tendresse	O
;	O

Mais	O
la	O
gloire	O
est	O
une	O
maîtresse	O
,	O
Qui	O
veut	O
être	O
obéie	O
aussi	O
bien	O
que	O
l'	O
Amour	O
.	O

Je	O
l'	O
entends	O
cette	O
gloire	O
incessamment	O
me	O
dire	O
,	O
Qu'	O
un	O
coeur	O
qui	O
s'	O
est	O
flatté	O
jusques	O
à	O
se	O
vanter	O
,	O
D'	O
enchaîner	O
le	O
grand	O
Jupiter	O
,	O
Ne	O
doit	O
plus	O
d'	O
un	O
mortel	O
reconnaître	O
l'	O
empire	O
.	O

Il	O
est	O
vrai	O
que	O
l'	O
Amour	O
à	O
demi	O
révolté	O
,	O
Honteux	O
de	O
son	O
erreur	O
d'	O
un	O
ton	O
plus	O
favorable	O
,	O
Parle	O
pour	O
un	O
Prince	O
adorable	O
,	O
Et	O
ce	O
tendre	O
discours	O
étonne	O
ma	O
fierté	O
.	O

Soutiens	O
ce	O
mouvement	O
que	O
l'	O
amour	O
autorise	O
,	O
Prince	O
pour	O
toi	O
je	O
laisse	O
échapper	O
des	O
soupirs	O
,	O
Et	O
parmi	O
de	O
faibles	O
désirs	O
,	O
Je	O
te	O
prête	O
un	O
secours	O
dont	O
la	O
gloire	O
est	O
surprise	O
.	O

Ménage	O
le	O
moment	O
de	O
ce	O
tendre	O
retour	O
,	O
Et	O
pour	O
ne	O
laisser	O
plus	O
balancer	O
la	O
victoire	O
,	O
Ne	O
laisse	O
plus	O
parler	O
la	O
gloire	O
,	O
Et	O
l'	O
ai	O
presque	O
oubliée	O
en	O
faveur	O
de	O
l'	O
amour	O
.	O

Viens	O
,	O
Dircé	O
,	O
viens	O
calmer	O
le	O
trouble	O
de	O
mon	O
âme	O
;	O

Je	O
consultais	O
ici	O
mon	O
orgueil	O
et	O
ma	O
flamme	O
,	O
Et	O
mon	O
coeur	O
partagé	O
combattait	O
tour	O
à	O
tour	O
,	O
Tout	O
ce	O
que	O
me	O
disait	O
ma	O
gloire	O
et	O
mon	O
amour	O
.	O

Tu	O
sais	O
ce	O
que	O
je	O
dois	O
au	O
rapport	O
de	O
Mercure	O
,	O
Et	O
d'	O
un	O
faux	O
Jupiter	O
la	O
fatale	O
aventure	O
.	O

Le	O
fidèle	O
Alcméon	O
en	O
secret	O
dans	O
mon	O
coeur	O
,	O
Me	O
demande	O
un	O
amour	O
qu'	O
usurpe	O
un	O
